city;lat;lng;continent
Bezhetsk;57.7647;36.69;EU
Novomoskovsk;54.09;38.22;EU
Zheleznogorsk;52.3548;35.4044;EU
Alapayevsk;57.8465;61.6915;AS
Starsy Oskol;51.3004;37.84;EU
Rostov;57.1892;39.4043;EU
Gubkin;51.2743;37.3843;EU
Kumertau;52.7748;55.7843;AS
Oktyabrskiy;54.46;53.46;AS
Zheleznogorsk Ilimskiy;56.5762;104.1227;AS
Noginsk;55.8704;38.48;EU
Staraya Russa;57.9948;31.3544;EU
Tikhvin;59.6448;33.5144;EU
Asbest;57.023;61.458;AS
Yoshkar Ola;56.6354;47.8749;AS
Ufa;54.79;56.04;AS
Krasnokamensk;50.0665;118.0265;AS
Orsk;51.21;58.6273;AS
Novotroitsk;51.2;58.33;AS
Bologoye;57.8722;34.0518;EU
Mikhaylovka;50.0679;43.2175;AS
Novozybkov;52.5348;31.9449;EU
Chapayevsk;52.9743;49.7243;AS
Novokuybishevsk;53.12;49.9199;AS
Tavda;58.0537;65.2583;AS
Michurinsk;52.9;40.5;EU
Serov;59.615;60.585;AS
Alekseyevka;50.6535;38.6931;EU
Valuyki;50.2091;38.0987;EU
Tuymazy;54.6048;53.6943;AS
Lgov;51.6948;35.2744;EU
Rybinsk;58.0503;38.82;EU
Uglich;57.5244;38.33;EU
Slantsy;59.1116;28.0747;EU
Vyska;55.3247;42.1644;AS
Armavir;45.0004;41.13;EU
Stavropol;45.05;41.98;AS
Bryansk;53.26;34.43;EU
Kropotkin;45.4471;40.5821;EU
Shchekino;54.0143;37.5143;EU
Derbent;42.0578;48.2774;AS
Nikolayevsk;50.0161;45.4261;AS
Tula;54.2;37.6299;EU
Murom;55.5704;42.04;AS
Plast;54.3685;60.8085;AS
Kamyshin;50.0804;45.4;AS
Syzran;53.17;48.48;AS
Kuznetsk;53.1204;46.6;AS
Gelendzhik;44.5748;38.0644;EU
Sharya;58.3798;45.5094;AS
Murmansk;68.97;33.1;EU
Isikul;54.9287;71.2682;AS
Frolovo;49.7722;43.6518;AS
Severomorsk;69.0731;33.4231;EU
Dzerzhinsk;56.2504;43.46;AS
Yalutorovsk;56.6736;66.2983;AS
Uryupinsk;50.7734;42.0031;AS
Golyshmanovo;56.3819;68.3715;AS
Nazyvayevsk;55.567;71.35;AS
Tatarsk;55.2219;75.9665;AS
Sarapul;56.4791;53.7987;AS
Tayshet;55.9277;97.9877;AS
Nevinnomyssk;44.6201;41.95;AS
Velikiye Luki;56.32;30.52;EU
Nizhnekamsk;55.6404;51.82;AS
Kirov;54.0852;34.3048;EU
Dyatkovo;53.5891;34.3392;EU
Tara;56.8982;74.3782;AS
Borisoglebsk;51.3687;42.0887;AS
Klintsy;52.7652;32.2448;EU
Mozhga;56.4548;52.1843;AS
Rzhev;56.2574;34.3275;EU
Naberezhnyye Chelny;55.7;52.3199;AS
Vichuga;57.2191;41.9287;AS
Mtsensk;53.2647;36.5472;EU
Kanash;55.5091;47.4687;AS
Topki;55.2802;85.6108;AS
Shuya;56.8543;41.3643;EU
Torzhok;57.0291;34.9787;EU
Biryusinsk;55.9607;97.8144;AS
Otradnyy;53.3778;51.3474;AS
Serpukhov;54.9304;37.43;EU
Balakovo;52.03;47.8;AS
Atkarsk;51.8765;44.9961;AS
Kirovo-Chepetsk;58.5544;50.0444;AS
Kirov;58.5901;49.67;AS
Serdobsk;52.4622;44.2218;AS
Aleksin;54.5143;37.0944;EU
Shumerlya;55.4848;46.4244;AS
Yefremov;53.1491;38.1215;EU
Buynaksk;42.8335;47.113;AS
Makhachkala;42.98;47.5;AS
Yaroslavl;57.62;39.87;EU
Sovetsk;57.5785;48.9581;AS
Salavat;53.3703;55.93;AS
Sterlitamak;53.63;55.96;AS
Bogoroditsk;53.7747;38.1144;EU
Morshansk;53.4547;41.8044;AS
Obninsk;55.0804;36.62;EU
Georgievsk;44.1599;43.4699;AS
Sol-lletsk;51.1603;54.9999;AS
Vladimir;56.13;40.4099;EU
Pechora;65.1587;57.2087;AS
Ulyanovsk;54.33;48.41;AS
Kirsanov;52.6574;42.7174;AS
Kotovsk;52.5947;41.5044;EU
Tambov;52.73;41.43;EU
Volkhov;59.9291;32.3387;EU
Vyshnniy Volochek;57.583;34.5631;EU
Orel;52.97;36.07;EU
Kandalaksha;67.1643;32.4144;EU
Ussuriysk;43.8;132.02;AS
Petrozavodsk;61.85;34.28;EU
Votkinsk;57.0304;53.99;AS
Omutninsk;58.6589;52.1592;AS
Novoaltaysk;53.3993;83.9588;AS
Ust' Ordynskiy;52.833;104.7;AS
Kirs;59.3138;52.2452;AS
Kondopoga;62.2087;34.2887;EU
Ruzayevka;54.0643;44.9244;AS
Tver;56.86;35.89;EU
Kotelnich;58.3041;48.3137;AS
Kaliningrad;54.7;20.4973;EU
Perm’;58.0174;56.2855;AS
Penza;53.18;45.0;AS
Velikiy Ustyug;60.7687;46.2987;AS
Aleysk;52.4918;82.7777;AS
Balakhna;56.4943;43.5944;AS
Podolsk;55.3804;37.5299;EU
Kineshma;57.47;42.13;AS
Yegoryevsk;55.3848;39.0294;EU
Volzhskiy;48.7948;44.7744;AS
Volgograd;48.71;44.5;AS
Onega;63.9271;38.0771;EU
Cherepanovo;54.2336;83.3688;AS
Apatity;67.5731;33.393;EU
Umba;66.6814;34.3455;EU
Kovda;66.6903;32.8702;EU
Kirovsk;67.6091;33.6687;EU
Iskitim;54.6509;83.2865;AS
Belgorod;50.63;36.5999;EU
Taganrog;47.23;38.92;EU
Velsk;61.0674;42.0974;AS
Sasovo;54.3491;41.9087;AS
Voronezh;51.73;39.27;EU
Syktyvkar;61.66;50.82;AS
Krasnoufimsk;56.5991;57.7586;AS
Lipetsk;52.62;39.64;EU
Yelets;52.58;38.5;EU
Ust Kut;56.765;105.76;AS
Magnitogorsk;53.4227;58.98;AS
Gryazi;52.4948;39.9343;EU
Kazan;55.7499;49.1263;AS
Arzamas;55.4;43.8;AS
Buy;58.4847;41.5244;EU
Kostroma;57.77;40.94;EU
Zelenodolsk;55.8406;48.655;AS
Nizhneudinsk;54.8977;99.0277;AS
Chistopol;55.3648;50.6407;AS
Perm;58.0;56.25;AS
Nizhny Tagil;57.92;59.975;AS
Kem;64.9536;34.5684;EU
Belomorsk;64.5252;34.7658;EU
Ob;54.998;82.7077;AS
Novosibirsk;55.03;82.96;AS
Cherkessk;44.2904;42.06;AS
Livny;52.4248;37.6044;EU
Sibay;52.7091;58.6387;AS
Kursk;51.74;36.19;EU
Verkhnyaya Salda;58.0502;60.5498;AS
Naryan Mar;67.6474;53.0574;AS
Kyshtym;55.7;60.5595;AS
Krasnouralsk;58.3515;60.0515;AS
Almetyevsk;54.9004;52.3199;AS
Archangel;64.575;40.545;EU
Verkhniy Ufaley;56.0663;60.2313;AS
Chusovoy;58.2934;57.813;AS
Nikel;69.4126;30.2188;EU
Zlatoust;55.175;59.65;AS
Nevyansk;57.4902;60.2148;AS
Sochi;43.59;39.73;EU
Novoshakhtinsk;47.77;39.92;EU
Bugrino;68.8079;49.3042;AS
Shakhty;47.7204;40.27;EU
Bataysk;47.1368;39.7449;EU
Astrakhan;46.3487;48.055;AS
Kotlas;61.2631;46.6631;AS
Indiga;67.6898;49.0166;AS
Severouralsk;60.1565;59.9615;AS
Akhtubinsk;48.2787;46.1687;AS
Shoyna;67.8666;44.1334;AS
Sosnogorsk;63.5948;53.8943;AS
Shebekino;50.4144;36.8944;EU
Ukhta;63.56;53.69;AS
Yemanzhelinsk;54.7489;61.2935;AS
Bakal;54.9459;58.7959;AS
Troitsk;54.1056;61.5702;AS
Yekaterinburg;56.85;60.6;AS
Segezha;63.7548;34.3243;EU
Kamensk Uralskiy;56.4205;61.935;AS
Karpinsk;59.7602;60.0098;AS
Usinsk;65.923;57.403;AS
Kudymkar;59.0162;54.633;AS
Vikhorevka;56.0931;101.2427;AS
Bratsk;56.157;101.615;AS
Glazov;58.1232;52.6288;AS
Solikamsk;59.67;56.75;AS
Severodvinsk;64.57;39.83;EU
Mednogorsk;51.4191;57.5787;AS
Gay;51.4747;58.4543;AS
Dombarovskiy;50.7546;59.54;AS
Kungur;57.4348;56.9543;AS
Gubakha;58.8691;57.5887;AS
Kurgan;55.46;65.345;AS
Ust-Ulimsk;57.99;102.6333;AS
Slobodskoy;58.7185;50.188;AS
Kizel;59.0644;57.6343;AS
Leninogorsk;54.5987;52.4487;AS
Rostov;47.2346;39.7127;EU
Orekhovo-Zuevo;55.82;38.98;EU
Buguruslan;53.663;52.433;AS
Turukhansk;65.8382;87.955;AS
Zmeinogorsk;51.1571;82.195;AS
Ulan Ude;51.825;107.625;AS
Teli;51.0333;90.2333;AS
Asino;56.9931;86.1627;AS
Vladivostok;43.13;131.91;AS
Shadrinsk;56.0837;63.6333;AS
Vorontsovo;71.6983;83.5642;AS
Kyzyl;51.7067;94.3831;AS
Tazovsky;67.4667;78.7;AS
Magas;43.1667;44.8;AS
Nazran;43.233;44.783;AS
Groznyy;43.3187;45.6987;AS
Krasnokamsk;58.0747;55.7443;AS
Asha;54.998;57.2726;AS
Berezniki;59.42;56.76;AS
Nelidovo;56.2235;32.7731;EU
Ivanovo;57.01;41.01;EU
Sergiyev Posad;56.33;38.17;EU
Tolyatti;53.4804;49.53;AS
Uelen;66.1541;-169.8106;AS
Skovorodino;53.9833;123.9167;AS
Kyakhta;50.3527;106.4527;AS
Zvezdnyy;70.9566;-179.59;AS
Dalnerechensk;45.9273;133.7223;AS
Bikin;46.8203;134.2649;AS
Magdagachi;53.45;125.8;AS
Shimanovsk;52.0024;127.6975;AS
Zeya;53.75;127.2666;AS
Neftekamsk;56.0835;54.2631;AS
Nordvik;74.0165;111.51;AS
Khatanga;72.0411;102.465;AS
Agapa;71.4504;89.25;AS
Yessey;68.4837;102.1666;AS
Nakhodka;42.8374;132.8874;AS
Partizansk;43.1349;133.1349;AS
Kodinskiy;58.6981;99.1777;AS
Khabarovsk;48.455;135.12;AS
Boyarka;70.767;97.5;AS
Savetskaya Gavan;48.9699;140.2749;AS
Uyar;55.8104;94.3153;AS
Bogotol;56.2165;89.5184;AS
Lesosibirsk;58.2433;92.4833;AS
Noginsk;64.4833;91.2333;AS
Artemovsk;54.3487;93.4355;AS
Podkamennaya;61.5995;90.1236;AS
Dikson;73.507;80.5451;AS
Igarka;67.4671;86.5833;AS
Komsa;61.868;89.2577;AS
Kansk;56.19;95.71;AS
Arsenyev;44.1623;133.2823;AS
Starorybnoye;72.7666;104.8;AS
Zaozernyy;55.962;94.7028;AS
Achinsk;56.27;90.5;AS
Omolon;65.25;160.5;AS
Pevek;69.7008;170.3133;AS
Mikhalkino;69.4244;161.4811;AS
Lesozavodsk;45.4748;133.4298;AS
Pokrovsk;61.4934;129.1272;AS
Olyokminsk;60.5032;120.3926;AS
Svobodnyy;51.4062;128.1312;AS
Omsukchan;62.5333;155.8;AS
Tynda;55.1743;124.7076;AS
Omchak;61.6333;147.9167;AS
Progress;49.7504;129.6167;AS
Belogorsk;50.9191;128.4637;AS
Susuman;62.7833;148.1668;AS
Amursk;50.2228;136.8974;AS
Kavalerovo;44.2702;135.0498;AS
Dalnegorsk;44.5372;135.5172;AS
Ishim;56.1502;69.4498;AS
Yakutsk;62.035;129.735;AS
Kamenna Obi;53.7936;81.3388;AS
Severobaykalsk;55.634;109.313;AS
Trofimovsk;72.5997;127.0337;AS
Novorossiysk;44.73;37.7699;EU
Inta;66.0374;60.1674;AS
Gyda;70.8814;78.4661;AS
Uray;60.1401;64.7548;AS
Tobolsk;58.1998;68.2648;AS
Suntar;62.1444;117.6319;AS
Vorkuta;67.5;64.01;AS
Uzhur;55.3292;89.8207;AS
Bilibino;68.0504;166.3333;AS
Tiksi;71.6269;128.835;AS
Beringovskiy;63.0655;179.3067;AS
Okha;53.5739;142.9479;AS
Nogliki;51.8333;143.1667;AS
Ambarchik;69.651;162.3336;AS
Spassk Dalniy;44.6002;132.8198;AS
Komsomolsk na Amure;50.555;137.02;AS
Ust Kamchatsk;56.2135;162.435;AS
Sagastyr;73.3779;126.5924;AS
Birobidzhan;48.7974;132.9508;AS
Obluchye;49.0;131.0833;AS
Manily;62.55;165.3;AS
Chersky;68.7501;161.33;AS
Bol'sheretsk;52.439;156.3594;AS
Oktyabrskiy;52.6636;156.2387;AS
Chegdomyn;51.1178;133.0241;AS
Evensk;61.95;159.2333;AS
Utkholok;57.5504;157.2333;AS
Karamken;60.2004;151.1666;AS
Kartaly;53.0474;60.6819;AS
Siglan;59.0337;152.4166;AS
Ust Nera;64.5666;143.2;AS
Pakhachi;60.5816;169.05;AS
Nakhodka;67.7504;77.52;AS
Magadan;59.575;150.81;AS
Menkere;67.9886;123.3505;AS
Strelka;61.867;152.2502;AS
Tunguskhaya;64.9004;125.25;AS
Sangar;63.9241;127.4739;AS
Terbyas;64.3761;120.5469;AS
Zhigansk;66.7697;123.3711;AS
Vilyuysk;63.7553;121.6248;AS
Verkhnevilyuysk;63.4457;120.3167;AS
Klyuchi;56.3;160.85;AS
Palatka;60.1;150.9;AS
Krasnoyarsk;56.014;92.866;AS
Mukhomornoye;66.4171;173.3333;AS
Anadyr;64.737;177.475;AS
Logashkino;70.8504;153.9;AS
Srednekolymsk;67.45;153.71;AS
Zyryanka;65.736;150.89;AS
Ayan;56.4542;138.1673;AS
Vyazemskiy;47.5328;134.7475;AS
Chumikan;54.7114;135.3145;AS
Ugolnye Kopi;64.7333;177.7;AS
Ulkan;55.9004;107.7833;AS
Zhilinda;70.1337;114.0;AS
Yeniseysk;58.4515;92.1565;AS
Ust Olensk;72.9978;119.7729;AS
Udachnyy;66.4232;112.3965;AS
Chernyshevskiy;63.0128;112.4714;AS
Okhotsk;59.383;143.217;AS
Makarov;48.6337;142.8;AS
Dolinsk;47.3504;142.8;AS
Lavrentiya;65.5833;-171.025;AS
Korsakov;46.6424;142.7775;AS
Yuzhno Sakhalinsk;46.965;142.74;AS
Khilok;51.35;110.45;AS
Khandyga;62.666;135.6;AS
Nikolayevsk na Amure;53.1496;140.73;AS
Ust Maya;60.4566;134.5433;AS
Chagda;60.1;133.9;AS
Eldikan;60.8;135.1833;AS
Verkhoyansk;67.5447;133.385;AS
Ust Kuyga;70.0171;135.6;AS
Poronaysk;49.2416;143.085;AS
Aldan;58.603;125.3894;AS
Uglegorsk;49.0833;142.0333;AS
Nizhneyansk;71.4333;136.0666;AS
Neryungri;56.674;124.7104;AS
Taksimo;56.3315;114.89;AS
Vanino;49.0873;140.2425;AS
De Kastri;51.4666;140.7833;AS
Provideniya;64.4235;-173.2258;AS
Tukchi;57.367;139.5;AS
Nyukzha;56.5312;121.6131;AS
Severo Kurilsk;50.6905;156.085;AS
Egvekinot;66.3221;-179.1837;AS
Khakhar;57.6666;135.43;AS
Batagay;67.656;134.635;AS
Il'pyrskiy;59.9674;164.172;AS
Enurmino;66.95;-171.8166;AS
Korf;60.3321;165.8183;AS
Vitim;59.4515;112.5578;AS
Timashevsk;45.6247;38.9444;EU
Tikhoretsk;45.8531;40.1377;EU
Tuapse;44.1148;39.0644;EU
Apsheronsk;44.4687;39.7287;EU
Yeysk;46.6988;38.2634;EU
Labinsk;44.6348;40.7443;EU
Yerema;60.3808;107.7794;AS
Tomsk;56.495;84.975;AS
Krasnogorsk;48.4615;142.09;AS
Kholmsk;47.0473;142.0624;AS
Aleksandrovsk Sakhalinskiy;50.8975;142.1561;AS
Nevelsk;46.6803;141.8699;AS
Zemlya Bunge;74.8983;142.105;AS
Chokurdakh;70.6183;147.8946;AS
Tulun;54.5653;100.5654;AS
Chelyabinsk;55.155;61.4387;AS
Shalaurova;73.2204;143.1833;AS
Mogocha;53.7333;119.7666;AS
Petrovsk Zabaykalskiy;51.2827;108.8327;AS
Blagoveshchensk;50.2666;127.5333;AS
Usolye Sibirskoye;52.765;103.645;AS
Gorod Maykop;44.6667;40.0;EU
Krasnodar;45.02;39.0;EU
Petropavlovsk Kamchatskiy;53.062;158.623;AS
Millerovo;48.9379;40.3974;EU
Salsk;46.4775;41.542;EU
Belaya Kalitva;48.1865;40.7861;EU
Kamensk Shakhtinskiy;48.3318;40.2518;EU
Chernyakhovsk;54.6316;21.8109;EU
Sovetsk;55.0718;21.882;EU
Aginskoye;51.1031;114.5228;AS
Tura;64.2833;100.25;AS
Palana;59.084;159.95;AS
Dudinka;69.4182;86.225;AS
Novocherkassk;47.42;40.08;EU
Kaspiysk;42.8747;47.6244;AS
Cyangugu;-2.4796;28.9;AF
Kigali;-1.9536;30.0605;AF
Ruhengeri;-1.4996;29.63;AF
Nyanza;-2.3496;29.74;AF
Rwamagana;-1.9487;30.4347;AF
Butare;-2.5896;29.73;AF
Kibungo;-2.1667;30.5333;AF
Byumba;-1.5796;30.06;AF
Gikongoro;-2.4833;29.5667;AF
Kibuye;-2.05;29.35;AF
Gisenyi;-1.6847;29.2629;AF
Gitarama;-2.0696;29.76;AF
Al Qunfudhah;19.1264;41.0789;AS
At Taif;21.2622;40.3823;AS
Qal at Bishah;20.0087;42.5987;AS
Al Hillah;23.4895;46.7564;AS
As Sulayyil;20.4623;45.5722;AS
Al Wajh;26.2324;36.4636;AS
An Nabk;31.3333;37.3333;AS
Al Kharj;24.1556;47.312;AS
Najran;17.5065;44.1316;AS
Al Bāḩah;20.0129;41.4677;AS
Medina;24.5;39.58;AS
Hail;27.5236;41.7001;AS
Jizan;16.9066;42.5566;AS
Makkah;21.43;39.82;AS
Tabuk;28.3838;36.555;AS
Arar;30.99;41.0207;AS
Abha;18.2301;42.5001;AS
Ad Damman;26.4282;50.0997;AS
Buraydah;26.3664;43.9628;AS
Sakakah;30.0;40.1333;AS
Riyadh;24.6408;46.7727;AS
Jeddah;21.5169;39.2192;AS
Hafar al Batin;28.4337;45.9601;AS
Az Zahran;26.2914;50.1583;AS
Al Jubayl;27.0046;49.646;AS
Al-Qatif;26.5196;50.0115;AS
Yanbu al Bahr;24.0943;38.0493;AS
Al Mubarraz;25.4291;49.5659;AS
Al Hufuf;25.3487;49.5856;AS
Al Quwayiyah;24.0737;45.2806;AS
Rafha;29.6202;43.4948;AS
Dawmat al Jandal;29.8153;39.8664;AS
Honiara;-9.438;159.9498;OC
Auki;-8.7678;160.6978;OC
Buala;-8.1448;159.5905;OC
Gizo;-8.0996;156.835;OC
Kirakira;-10.4544;161.9205;OC
Tulagi;-9.1031;160.1506;OC
Taro;-6.7111;156.3972;OC
Tigoa;-11.5531;160.0647;OC
Lata;-10.738;165.8567;OC
Victoria;-4.6166;55.45;AF
Omdurman;15.6167;32.48;AF
Shendi;16.6805;33.42;AF
El Manaqil;14.2504;32.98;AF
Khartoum;15.5881;32.5342;AF
Atbara;17.71;33.98;AF
Ed Dueim;13.9904;32.3;AF
Haiya;18.3362;36.3842;AF
Tokar;18.4333;37.7333;AF
Merowe;18.4833;31.8167;AF
Kosti;13.17;32.66;AF
Wadi Halfa;21.8;31.35;AF
Sennar;13.55;33.6;AF
Kerma;19.6337;30.4166;AF
Berber;18.017;33.9833;AF
Umm Ruwaba;12.9104;31.2;AF
Muglad;11.0337;27.7333;AF
Babanusa;11.3334;27.8;AF
En Nuhud;12.6904;28.42;AF
Geneina;13.45;22.44;AF
Gedaref;14.04;35.38;AF
Ed Daein;11.4672;26.1317;AF
EdDamer;17.59;33.96;AF
Ad Damazīn;11.7704;34.35;AF
El Fasher;13.63;25.35;AF
Port Sudan;19.6158;37.2164;AF
El Obeid;13.1833;30.2167;AF
Kadugli;11.01;29.7;AF
Niyala;12.06;24.89;AF
Dongola;19.1666;30.4833;AF
Rabak;13.188;32.7437;AF
Zalingei;12.9092;23.4706;AF
El Fula;11.712;28.3462;AF
Singa;13.1483;33.9312;AF
Kassala;15.46;36.39;AF
Medani;14.4;33.52;AF
Västerås;59.63;16.54;EU
Uppsala;59.85;17.6333;EU
Örebro;59.2803;15.22;EU
Östersund;63.1833;14.65;EU
Karlstad;59.3671;13.4999;EU
Nyköping;58.764;17.015;EU
Göteborg;57.75;12.0;EU
Halmstad;56.6718;12.8556;EU
Linköping;58.41;15.6299;EU
Jönköping;57.7713;14.165;EU
Kalmar;56.667;16.3666;EU
Gävle;60.667;17.1666;EU
Malmö;55.5833;13.0333;EU
Växjö;56.8837;14.8167;EU
Luleå;65.5966;22.1584;EU
Stockholm;59.3508;18.0973;EU
Karlskrona;56.203;15.296;EU
Falun;60.613;15.647;EU
Härnösand;62.634;17.934;EU
Uppsala;59.8601;17.64;EU
Umeå;63.83;20.24;EU
Kiruna;67.85;20.2166;EU
Helsingborg;56.0505;12.7;EU
Skellefteå;64.7721;20.95;EU
Bollnäs;61.352;16.3666;EU
Trollhättan;58.2671;12.3;EU
Örnsköldsvik;63.318;18.7167;EU
Sundsvall;62.4001;17.3167;EU
Norrköping;58.5954;16.1787;EU
Vannersborg;58.363;12.33;EU
Borås;57.7304;12.92;EU
Kristianstad;56.0337;14.1333;EU
Borlänge;60.4833;15.4167;EU
Mariestad;58.705;13.828;EU
Visby;57.6337;18.3;EU
Singapore;1.293;103.8558;AS
Edinburgh of the Seven Seas;-37.0675;-12.3105;AF
Georgetown;-7.9286;-14.4119;AF
Jamestown;-15.9264;-5.7172;AF
Ljubljana;46.0553;14.515;EU
Rečica ob Savinji;46.3167;14.9167;EU
Selnica ob Dravi;46.55;15.495;EU
Semič;45.6461;15.1822;EU
Šalovci;46.825;16.2981;EU
Ribnica na Pohorju;46.535;15.2728;EU
Ribnica;45.7386;14.7275;EU
Rogaška Slatina;46.2375;15.6397;EU
Rogašovci;46.8;16.0333;EU
Rogatec;46.2294;15.7003;EU
Ruše;46.5394;15.5158;EU
Volčja Draga;45.9069;13.6775;EU
Miklavž na Dravskem Polju;46.5058;15.6972;EU
Miren;45.8956;13.6075;EU
Poljčane;46.3119;15.5792;EU
Prevalje;46.5469;14.9208;EU
Rače;46.4519;15.6814;EU
Podlehnik;46.3353;15.88;EU
Prebold;46.2369;15.0925;EU
Ptuj;46.4214;15.8697;EU
Puconci;46.7067;16.1564;EU
Postojna;45.7769;14.2167;EU
Pivka;45.6794;14.1967;EU
Radeče;46.0681;15.1839;EU
Polzela;46.2833;15.0667;EU
Preddvor;46.3025;14.4231;EU
Podvelka;46.5869;15.3306;EU
Podčetrtek;46.1569;15.5986;EU
Ajdovščina;45.8875;13.9111;EU
Bled;46.3692;14.1136;EU
Bistrica ob Sotli;46.0589;15.6642;EU
Benedikt v Slovenskih Goricah;46.6086;15.8883;EU
Beltinci;46.6053;16.2406;EU
Gornji Petrovci;46.8053;16.2225;EU
Grad;46.8;16.1;EU
Grosuplje;45.9556;14.6589;EU
Nova Vas;45.7717;14.5058;EU
Spodnja Hajdina;46.4089;15.8469;EU
Bohinjska Bistrica;46.2769;13.955;EU
Borovnica;45.9158;14.3631;EU
Bovec;46.3375;13.5528;EU
Braslovče;46.2897;15.0389;EU
Brežice;45.9033;15.5911;EU
Brezovica;46.0333;14.4;EU
Dobrovo;45.9964;13.5264;EU
Cankova;46.7208;16.0225;EU
Celje;46.2361;15.2675;EU
Cerklje na Gorenjskem;46.2542;14.4886;EU
Cerknica;45.7931;14.3625;EU
Cerkno;46.1256;13.9817;EU
Cerkvenjak;46.5706;15.9436;EU
Črenšovci;46.5744;16.2906;EU
Črna na Koroškem;46.4667;14.85;EU
Črnomelj;45.5711;15.1889;EU
Destrnik;46.5006;15.875;EU
Horjul;46.0236;14.2992;EU
Kranjska Gora;46.4839;13.7894;EU
Križevci pri Ljutomeru;46.5683;16.1386;EU
Krško;45.9531;15.4894;EU
Ilirska Bistrica;45.5697;14.2408;EU
Ivančna Gorica;45.9383;14.8044;EU
Izola;45.5369;13.6619;EU
Jesenice;46.4306;14.0669;EU
Koper;45.5469;13.7294;EU
Kostanjevica na Krki;45.8461;15.4222;EU
Kozje;46.075;15.5603;EU
Kranj;46.2411;14.3617;EU
Lendava;46.5614;16.4506;EU
Litija;46.0586;14.8225;EU
Ljubno;46.3456;14.835;EU
Ljutomer;46.5208;16.1975;EU
Spodnje Hoče;46.5;15.65;EU
Hodoš;46.8233;16.3342;EU
Hrastnik;46.1461;15.0814;EU
Kozina;45.61;13.9356;EU
Idrija;46.0028;14.0306;EU
Ig;45.9603;14.5289;EU
Zgornja Kungota;46.6392;15.6156;EU
Kuzma;46.8369;16.0833;EU
Laško;46.1519;15.2364;EU
Lenart v Slovenskih Goricah;46.5761;15.8314;EU
Logatec;45.9144;14.2258;EU
Log pri Brezovici;46.0167;14.3667;EU
Stari Trg pri Ložu;45.7128;14.4694;EU
Hrib-Loški Potok;45.7011;14.5911;EU
Zgornje Jezersko;46.3833;14.4667;EU
Juršinci;46.4847;15.9714;EU
Kamnik;46.2197;14.6094;EU
Kanal;46.0886;13.6397;EU
Kidričevo;46.4036;15.7911;EU
Kobarid;46.2481;13.5772;EU
Kobilje;46.6847;16.3978;EU
Kočevje;45.6433;14.8633;EU
Komen;45.8153;13.7483;EU
Sveta Trojica v Slovenskih Goricah;46.5767;15.8769;EU
Pesnica pri Mariboru;46.6069;15.6767;EU
Piran;45.5278;13.5706;EU
Murska Sobota;46.6625;16.1664;EU
Muta;46.6114;15.1661;EU
Moravče;46.1369;14.745;EU
Novo Mesto;45.7925;15.1647;EU
Odranci;46.5867;16.2803;EU
Oplotnica;46.3878;15.4467;EU
Ormož;46.4114;16.1544;EU
Moravske-Toplice;46.6875;16.2256;EU
Mozirje;46.3394;14.9633;EU
Mirna;45.9553;15.0619;EU
Mirna Peč;45.8603;15.0833;EU
Mislinja;46.4411;15.1956;EU
Mokronog;45.9342;15.1408;EU
Naklo;46.2728;14.3172;EU
Nova Gorica;45.9614;13.6436;EU
Dol pri Ljubljani;46.0886;14.6008;EU
Dolenjske Toplice;45.7667;15.0667;EU
Domžale;46.1381;14.5978;EU
Dornava;46.4367;15.9536;EU
Dravograd;46.5881;15.0192;EU
Spodnji Duplek;46.5031;15.7453;EU
Gorenja Vas;46.1072;14.1481;EU
Gorišnica;46.4147;16.0139;EU
Gornja Radgona;46.6733;15.9922;EU
Gornji Grad;46.2953;14.8083;EU
Zgornje Gorje;46.3833;14.0833;EU
Divača;45.6847;13.9703;EU
Dobje pri Planini;46.1367;15.4089;EU
Videm;45.85;14.6942;EU
Dobrna;46.3375;15.2264;EU
Dobrova;46.055;14.4172;EU
Dobrovnik;46.6514;16.3525;EU
Radenci;46.6472;16.0442;EU
Radlje ob Dravi;46.6142;15.2264;EU
Radovljica;46.3444;14.1744;EU
Ravne na Koroškem;46.5431;14.9692;EU
Šentjur;46.2172;15.3975;EU
Šentrupert;45.9778;15.0956;EU
Sevnica;46.0078;15.3156;EU
Vitomarci;46.5275;15.9394;EU
Straža;45.78;15.0728;EU
Sveta Ana v Slovenskih Goricah;46.6492;15.8442;EU
Jurovski Dol;46.6064;15.7847;EU
Šoštanj;46.38;15.0486;EU
Središče ob Dravi;46.3942;16.2681;EU
Starše;46.4658;15.7672;EU
Štore;46.2208;15.3139;EU
Sveti Jurij ob Ščavnici;46.5695;16.0235;EU
Šmartno ob Paki;46.3333;15.0333;EU
Šmartno pri Litiji;46.0444;14.8442;EU
Sodražica;45.7611;14.6356;EU
Solčava;46.4194;14.6936;EU
Slovenj Gradec;46.5103;15.0806;EU
Slovenska Bistrica;46.3928;15.5744;EU
Slovenske Konjice;46.3367;15.4258;EU
Šmarje pri Jelšah;46.2272;15.5192;EU
Šenčur;46.2456;14.4197;EU
Šempeter pri Gorici;45.9275;13.6411;EU
Šentilj;46.6817;15.6481;EU
Šentjernej;45.84;15.3361;EU
Sežana;45.7069;13.8722;EU
Škocjan;45.9067;15.2914;EU
Škofja Loka;46.1672;14.3089;EU
Škofljica;45.9833;14.5767;EU
Razkrižje;46.5217;16.2811;EU
Markovci;46.3833;15.95;EU
Medvode;46.1333;14.4333;EU
